"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"MZ515945.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0061-V01","ssRNA(-)",15272,"complete","Netherlands",2018-12-11,"Human respiratory syncytial virus A isolate UU02-0061-V01, complete genome",2018,50,"2018/2019","A","A.D.1","GA2.3.5","2018/50",2018.94246575342
"MZ515948.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8390-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus A isolate OX02-8390-D02, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.87123287671
"MZ515949.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8259-V01","ssRNA(-)",15275,"partial","United Kingdom",2019-11-27,"Human respiratory syncytial virus A isolate OX02-8259-V01, partial genome",2019,48,"2019/2020","A","A.D.4.1","GA2.3.5","2019/48",2019.90410958904
"MZ515951.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8513-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-14,"Human respiratory syncytial virus A isolate OX02-8513-D02, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.86849315069
"MZ515954.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8566-D02","ssRNA(-)",15280,"complete","United Kingdom",2018-11-14,"Human respiratory syncytial virus A isolate OX02-8566-D02, complete genome",2018,46,"2018/2019","A","A.D.3","GA2.3.5","2018/46",2018.86849315069
"MZ515956.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0003-V01","ssRNA(-)",15280,"complete","Spain",2019-01-03,"Human respiratory syncytial virus A isolate SE02-0003-V01, complete genome",2019,1,"2018/2019","A","A.D.2.2.1","GA2.3.5","2019/01",2019.00547945205
"MZ515957.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0163-V01","ssRNA(-)",15280,"complete","Netherlands",2019-12-27,"Human respiratory syncytial virus A isolate UU02-0163-V01, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.98630136986
"MZ515958.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8175-V01","ssRNA(-)",15012,"partial","United Kingdom",2018-12-04,"Human respiratory syncytial virus A isolate OX02-8175-V01, partial genome",2018,49,"2018/2019","A","A.D.1","GA2.3.5","2018/49",2018.92328767123
"MZ515959.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8987-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-12-04,"Human respiratory syncytial virus A isolate OX02-8987-V01, complete genome",2018,49,"2018/2019","A","A.D","GA2.3.5","2018/49",2018.92328767123
"MZ515960.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0091-V02","ssRNA(-)",15273,"partial","Netherlands",2019-12-17,"Human respiratory syncytial virus A isolate UU01A-0091-V02, partial genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.95890410959
"MZ515961.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0107-V02","ssRNA(-)",15279,"complete","Spain",2020-01-08,"Human respiratory syncytial virus A isolate SE01A-0107-V02, complete genome",2020,2,"2019/2020","A","A.D.1","GA2.3.5","2020/02",2020.01912568306
"MZ515962.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D03","ssRNA(-)",15283,"complete","Spain",2019-12-31,"Human respiratory syncytial virus A isolate SE02-0021-D03, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5","2020/01",2019.99726027397
"MZ515963.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0018-V01","ssRNA(-)",15276,"complete","Spain",2019-12-12,"Human respiratory syncytial virus A isolate SE02-0018-V01, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.94520547945
"MZ515964.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8382-D02","ssRNA(-)",15280,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus A isolate OX02-8382-D02, complete genome",2018,47,"2018/2019","A","A.D.3","GA2.3.5","2018/47",2018.88767123288
"MZ515966.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8323-V01","ssRNA(-)",15278,"complete","United Kingdom",2018-11-22,"Human respiratory syncytial virus A isolate OX02-8323-V01, complete genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5","2018/47",2018.8904109589
"MZ515967.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0073-V02","ssRNA(-)",15274,"complete","Netherlands",2018-12-13,"Human respiratory syncytial virus A isolate UU01A-0073-V02, complete genome",2018,50,"2018/2019","A","A.D","GA2.3.5","2018/50",2018.94794520548
"MZ515968.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0025-V01","ssRNA(-)",15274,"partial","Netherlands",2017-12-22,"Human respiratory syncytial virus A isolate UU02-0025-V01, partial genome",2017,51,"2017/2018","A","A.D.2.2","GA2.3.5","2017/51",2017.97260273973
"MZ515969.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8936-V01","ssRNA(-)",15278,"complete","United Kingdom",2019-01-04,"Human respiratory syncytial virus A isolate OX02-8936-V01, complete genome",2019,1,"2018/2019","A","A.D.1","GA2.3.5","2019/01",2019.00821917808
"MZ515971.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0141-V02","ssRNA(-)",15280,"complete","Netherlands",2019-12-04,"Human respiratory syncytial virus A isolate UU01A-0141-V02, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5","2019/49",2019.92328767123
"MZ515973.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0060-V02","ssRNA(-)",15273,"complete","Netherlands",2017-12-11,"Human respiratory syncytial virus A isolate UU03-0060-V02, complete genome",2017,50,"2017/2018","A","A.D","GA2.3.5","2017/50",2017.94246575342
"MZ515980.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8474-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-12-05,"Human respiratory syncytial virus A isolate OX02-8474-D02, complete genome",2018,49,"2018/2019","A","A.D","GA2.3.5","2018/49",2018.92602739726
"MZ515983.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0010-V01","ssRNA(-)",14992,"partial","Netherlands",2017-12-27,"Human respiratory syncytial virus A isolate UU02-0010-V01, partial genome",2017,52,"2017/2018","A","A.D","GA2.3.5","2017/52",2017.98630136986
"MZ515984.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0071-V02","ssRNA(-)",15275,"complete","Spain",2019-01-16,"Human respiratory syncytial virus A isolate SE01A-0071-V02, complete genome",2019,3,"2018/2019","A","A.D.1","GA2.3.5","2019/03",2019.04109589041
"MZ515985.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0205-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-05,"Human respiratory syncytial virus A isolate UU02-0205-V01, complete genome",2019,49,"2019/2020","A","A.D.2.2","GA2.3.5","2019/49",2019.92602739726
"MZ515986.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9216-D09","ssRNA(-)",15276,"complete","United Kingdom",2019-12-11,"Human respiratory syncytial virus A isolate OX02-9216-D09, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.94246575342
"MZ515987.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0015-D02","ssRNA(-)",15280,"complete","Spain",2019-11-20,"Human respiratory syncytial virus A isolate SE02-0015-D02, complete genome",2019,47,"2019/2020","A","A.D.1","GA2.3.5","2019/47",2019.88493150685
"MZ515989.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8433-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-13,"Human respiratory syncytial virus A isolate OX02-8433-V01, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.86575342466
"MZ515992.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8047-V01","ssRNA(-)",15272,"complete","United Kingdom",2018-11-16,"Human respiratory syncytial virus A isolate OX02-8047-V01, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.87397260274
"MZ515993.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9767-D06","ssRNA(-)",15278,"complete","United Kingdom",2020-01-28,"Human respiratory syncytial virus A isolate OX02-9767-D06, complete genome",2020,5,"2019/2020","A","A.D.3","GA2.3.5","2020/05",2020.0737704918
"MZ515994.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8587-V01","ssRNA(-)",15245,"partial","United Kingdom",2019-11-19,"Human respiratory syncytial virus A isolate OX02-8587-V01, partial genome",2019,47,"2019/2020","A","A.D.1","GA2.3.5","2019/47",2019.88219178082
"MZ515998.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8260-D04","ssRNA(-)",15275,"complete","United Kingdom",2019-11-11,"Human respiratory syncytial virus A isolate OX02-8260-D04, complete genome",2019,46,"2019/2020","A","A.D.1","GA2.3.5","2019/46",2019.8602739726
"MZ515999.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8497-D02","ssRNA(-)",15260,"complete","United Kingdom",2018-12-19,"Human respiratory syncytial virus A isolate OX02-8497-D02, complete genome",2018,51,"2018/2019","A","A.D.2.2.1","GA2.3.5","2018/51",2018.96438356164
"MZ516000.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9175-V01","ssRNA(-)",15273,"complete","United Kingdom",2019-12-31,"Human respiratory syncytial virus A isolate OX02-9175-V01, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5","2020/01",2019.99726027397
"MZ516001.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8382-D03","ssRNA(-)",14775,"partial","United Kingdom",2018-11-22,"Human respiratory syncytial virus A isolate OX02-8382-D03, partial genome",2018,47,"2018/2019","A","A.D.3","GA2.3.5","2018/47",2018.8904109589
"MZ516002.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0008-V01","ssRNA(-)",15276,"complete","Spain",2019-01-31,"Human respiratory syncytial virus A isolate SE02-0008-V01, complete genome",2019,5,"2018/2019","A","A.D.1","GA2.3.5","2019/05",2019.08219178082
"MZ516004.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0008-D02","ssRNA(-)",15124,"complete","Spain",2019-02-01,"Human respiratory syncytial virus A isolate SE02-0008-D02, complete genome",2019,5,"2018/2019","A","A.D.1","GA2.3.5","2019/05",2019.08493150685
"MZ516005.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0169-V01","ssRNA(-)",15285,"complete","Netherlands",2020-02-06,"Human respiratory syncytial virus A isolate UU02-0169-V01, complete genome",2020,6,"2019/2020","A","A.D.3","GA2.3.5","2020/06",2020.09836065574
"MZ516007.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0007-V01","ssRNA(-)",15273,"complete","Spain",2019-01-17,"Human respiratory syncytial virus A isolate SE02-0007-V01, complete genome",2019,3,"2018/2019","A","A.D.1","GA2.3.5","2019/03",2019.04383561644
"MZ516008.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8390-V01","ssRNA(-)",15278,"complete","United Kingdom",2018-11-14,"Human respiratory syncytial virus A isolate OX02-8390-V01, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.86849315069
"MZ516009.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8711-D03","ssRNA(-)",15286,"partial","United Kingdom",2018-01-10,"Human respiratory syncytial virus A isolate OX02-8711-D03, partial genome",2018,2,"2017/2018","A","A.D.1","GA2.3.5","2018/02",2018.02465753425
"MZ516010.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8908-D02","ssRNA(-)",15272,"complete","United Kingdom",2018-12-01,"Human respiratory syncytial virus A isolate OX02-8908-D02, complete genome",2018,48,"2018/2019","A","A.D.2.2.1","GA2.3.5","2018/48",2018.91506849315
"MZ516011.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0186-V02","ssRNA(-)",15276,"complete","Spain",2020-01-07,"Human respiratory syncytial virus A isolate SE01A-0186-V02, complete genome",2020,2,"2019/2020","A","A.D.1","GA2.3.5","2020/02",2020.01639344262
"MZ516012.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9970-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-12-15,"Human respiratory syncytial virus A isolate OX02-9970-V01, complete genome",2019,51,"2019/2020","A","A.D.5.1","GA2.3.5","2019/51",2019.95342465753
"MZ516014.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0119-V02","ssRNA(-)",15279,"complete","Spain",2019-12-03,"Human respiratory syncytial virus A isolate SE01A-0119-V02, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5","2019/49",2019.92054794521
"MZ516015.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8260-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-08,"Human respiratory syncytial virus A isolate OX02-8260-V01, complete genome",2019,45,"2019/2020","A","A.D.1","GA2.3.5","2019/45",2019.85205479452
"MZ516017.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8086-V01","ssRNA(-)",15278,"complete","United Kingdom",2019-11-20,"Human respiratory syncytial virus A isolate OX02-8086-V01, complete genome",2019,47,"2019/2020","A","A.D.3","GA2.3.5","2019/47",2019.88493150685
"MZ516019.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8575-D02","ssRNA(-)",15273,"complete","United Kingdom",2018-01-19,"Human respiratory syncytial virus A isolate OX02-8575-D02, complete genome",2018,3,"2017/2018","A","A.D","GA2.3.5","2018/03",2018.04931506849
