"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title"
"OR795217.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02628/2019","ssRNA(-)",15254,"complete","Germany",2019-02-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02628/2019, complete genome"
"OR795218.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02631/2019","ssRNA(-)",15243,"complete","Germany",2019-02-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02631/2019, complete genome"
"OR795219.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02693/2019","ssRNA(-)",15265,"complete","Germany",2019-02-18,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02693/2019, complete genome"
"OR795220.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02699/2019","ssRNA(-)",15188,"complete","Germany",2019-02-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02699/2019, complete genome"
"OR795221.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02700/2019","ssRNA(-)",15217,"complete","Germany",2019-02-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02700/2019, complete genome"
"OR795222.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03120/2019","ssRNA(-)",15222,"complete","Germany",2019-02-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03120/2019, complete genome"
"OR795223.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03221/2019","ssRNA(-)",15266,"complete","Germany",2019-03-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03221/2019, complete genome"
"OR795224.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03354/2019","ssRNA(-)",15266,"complete","Germany",2019-03-09,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03354/2019, complete genome"
"OR795225.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03357/2019","ssRNA(-)",15261,"complete","Germany",2019-03-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03357/2019, complete genome"
"OR795226.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-02635/2020","ssRNA(-)",15257,"complete","Germany",2020-02-24,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-02635/2020, complete genome"
"OR795227.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-03008/2020","ssRNA(-)",15217,"complete","Germany",2020-03-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-03008/2020, complete genome"
"OR795228.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-03626/2020","ssRNA(-)",15180,"complete","Germany",2020-03-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-03626/2020, complete genome"
"OR795229.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-05218/2021","ssRNA(-)",15211,"complete","Germany",2021-06-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-05218/2021, complete genome"
"OR795230.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06291/2021","ssRNA(-)",15174,"complete","Germany",2021-06-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06291/2021, complete genome"
"OR795231.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06352/2021","ssRNA(-)",15254,"complete","Germany",2021-08-20,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06352/2021, complete genome"
"OR795232.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06788/2021","ssRNA(-)",15211,"complete","Germany",2021-09-09,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06788/2021, complete genome"
"OR795233.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06864/2021","ssRNA(-)",15254,"complete","Germany",2021-09-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06864/2021, complete genome"
"OR795234.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06877/2021","ssRNA(-)",15212,"complete","Germany",2021-09-14,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06877/2021, complete genome"
"OR795235.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00086/2021","ssRNA(-)",15258,"complete","Germany",2021-09-30,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00086/2021, complete genome"
"OR795236.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00142/2021","ssRNA(-)",15257,"complete","Germany",2021-10-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00142/2021, complete genome"
"OR795237.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00161/2021","ssRNA(-)",15265,"complete","Germany",2021-10-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00161/2021, complete genome"
"OR795238.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00184/2021","ssRNA(-)",15219,"complete","Germany",2021-10-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00184/2021, complete genome"
"OR795239.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00346/2021","ssRNA(-)",15217,"complete","Germany",2021-10-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00346/2021, complete genome"
"OR795240.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00430/2021","ssRNA(-)",15211,"complete","Germany",2021-10-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00430/2021, complete genome"
"OR795241.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00578/2021","ssRNA(-)",15270,"complete","Germany",2021-10-19,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00578/2021, complete genome"
"OR795242.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00642/2021","ssRNA(-)",15258,"complete","Germany",2021-10-18,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00642/2021, complete genome"
"OR795243.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00745/2021","ssRNA(-)",15247,"complete","Germany",2021-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00745/2021, complete genome"
"OR795244.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00768/2021","ssRNA(-)",15258,"complete","Germany",2021-10-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00768/2021, complete genome"
"OR795245.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00789/2021","ssRNA(-)",15253,"complete","Germany",2021-10-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00789/2021, complete genome"
"OR795246.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00798/2021","ssRNA(-)",15213,"complete","Germany",2021-10-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00798/2021, complete genome"
"OR795247.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00815/2021","ssRNA(-)",15217,"complete","Germany",2021-10-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00815/2021, complete genome"
"OR795248.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01124/2021","ssRNA(-)",15220,"complete","Germany",2021-11-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01124/2021, complete genome"
"OR795249.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01128/2021","ssRNA(-)",15254,"complete","Germany",2021-11-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01128/2021, complete genome"
"OR795250.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01261/2021","ssRNA(-)",15210,"complete","Germany",2021-11-08,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01261/2021, complete genome"
"OR795251.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01319/2021","ssRNA(-)",15220,"complete","Germany",2021-11-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01319/2021, complete genome"
"OR795252.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01489/2021","ssRNA(-)",15218,"complete","Germany",2021-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01489/2021, complete genome"
"OR795253.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01518/2021","ssRNA(-)",15218,"complete","Germany",2021-11-12,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01518/2021, complete genome"
"OR795254.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01633/2021","ssRNA(-)",15259,"complete","Germany",2021-11-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01633/2021, complete genome"
"OR795255.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01678/2021","ssRNA(-)",15257,"complete","Germany",2021-11-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01678/2021, complete genome"
"OR795256.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01785/2021","ssRNA(-)",15221,"complete","Germany",2021-11-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01785/2021, complete genome"
"OR795257.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01932/2021","ssRNA(-)",15259,"complete","Germany",2021-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01932/2021, complete genome"
"OR795258.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01996/2021","ssRNA(-)",15211,"complete","Germany",2021-11-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01996/2021, complete genome"
"OR795259.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02190/2021","ssRNA(-)",15215,"complete","Germany",2021-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02190/2021, complete genome"
"OR795260.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02282/2021","ssRNA(-)",15258,"complete","Germany",2021-12-01,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02282/2021, complete genome"
"OR795261.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02569/2021","ssRNA(-)",15270,"complete","Germany",2021-12-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02569/2021, complete genome"
"OR795262.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00124/2022","ssRNA(-)",15259,"complete","Germany",2022-10-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00124/2022, complete genome"
"OR795263.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00193/2022","ssRNA(-)",15222,"complete","Germany",2022-10-12,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00193/2022, complete genome"
"OR795264.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00307/2022","ssRNA(-)",15222,"complete","Germany",2022-10-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00307/2022, complete genome"
"OR795265.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00454/2022","ssRNA(-)",15214,"complete","Germany",2022-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00454/2022, complete genome"
"OR795266.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00550/2022","ssRNA(-)",15270,"complete","Germany",2022-10-27,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00550/2022, complete genome"
"OR795267.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00618/2022","ssRNA(-)",15091,"complete","Germany",2022-11-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00618/2022, complete genome"
"OR795268.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00747/2022","ssRNA(-)",15266,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00747/2022, complete genome"
"OR795269.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00753/2022","ssRNA(-)",15261,"complete","Germany",2022-11-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00753/2022, complete genome"
"OR795270.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00758/2022","ssRNA(-)",15258,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00758/2022, complete genome"
"OR795271.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00794/2022","ssRNA(-)",15213,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00794/2022, complete genome"
"OR795272.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00795/2022","ssRNA(-)",15261,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00795/2022, complete genome"
"OR795273.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00938/2022","ssRNA(-)",15270,"complete","Germany",2022-11-10,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00938/2022, complete genome"
"OR795274.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00941/2022","ssRNA(-)",15257,"complete","Germany",2022-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00941/2022, complete genome"
