"","Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","Collection_Year","Collection_Month","MMWRyear","MMWRweek","MMWRday","Collection_Season","Type"
"1288","MZ515857.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8221-D05","ssRNA(-)",15275,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus B isolate OX02-8221-D05, complete genome",2019,11,2019,46,4,"2019/2020","B"
"163","MZ515858.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9450-D02","ssRNA(-)",15271,"partial","United Kingdom",2019-12-31,"Human respiratory syncytial virus A isolate OX02-9450-D02, partial genome",2019,12,2020,1,3,"2019/2020","A"
"164","MZ515859.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0213-V01","ssRNA(-)",15273,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus A isolate UU02-0213-V01, complete genome",2019,12,2019,50,7,"2019/2020","A"
"165","MZ515860.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0146-V02","ssRNA(-)",15276,"complete","Spain",2019-11-25,"Human respiratory syncytial virus A isolate SE01A-0146-V02, complete genome",2019,11,2019,48,2,"2019/2020","A"
"166","MZ515861.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8554-D02","ssRNA(-)",15278,"complete","United Kingdom",2018-12-02,"Human respiratory syncytial virus A isolate OX02-8554-D02, complete genome",2018,12,2018,49,1,"2018/2019","A"
"167","MZ515862.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0040-V01","ssRNA(-)",15269,"complete","Netherlands",2018-01-16,"Human respiratory syncytial virus A isolate UU02-0040-V01, complete genome",2018,1,2018,3,3,"2017/2018","A"
"1289","MZ515863.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0117-V02","ssRNA(-)",15275,"complete","Spain",2019-12-04,"Human respiratory syncytial virus B isolate SE01A-0117-V02, complete genome",2019,12,2019,49,4,"2019/2020","B"
"168","MZ515864.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8260-D03","ssRNA(-)",15275,"complete","United Kingdom",2019-11-10,"Human respiratory syncytial virus A isolate OX02-8260-D03, complete genome",2019,11,2019,46,1,"2019/2020","A"
"1290","MZ515865.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0048-V01","ssRNA(-)",15270,"complete","Netherlands",2018-02-08,"Human respiratory syncytial virus B isolate UU02-0048-V01, complete genome",2018,2,2018,6,5,"2017/2018","B"
"169","MZ515866.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0055-V01","ssRNA(-)",15269,"complete","Netherlands",2018-11-20,"Human respiratory syncytial virus A isolate UU02-0055-V01, complete genome",2018,11,2018,47,3,"2018/2019","A"
"170","MZ515867.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0023-D05","ssRNA(-)",15247,"partial","Spain",2020-01-07,"Human respiratory syncytial virus A isolate SE02-0023-D05, partial genome",2020,1,2020,2,3,"2019/2020","A"
"1291","MZ515868.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0050-D04","ssRNA(-)",15275,"complete","Netherlands",2018-02-23,"Human respiratory syncytial virus B isolate UU02-0050-D04, complete genome",2018,2,2018,8,6,"2017/2018","B"
"1292","MZ515869.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0034-V01","ssRNA(-)",15276,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0034-V01, complete genome",2018,1,2018,1,6,"2017/2018","B"
"171","MZ515870.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8663-D04","ssRNA(-)",15276,"complete","United Kingdom",2018-10-25,"Human respiratory syncytial virus A isolate OX02-8663-D04, complete genome",2018,10,2018,43,5,"2018/2019","A"
"1293","MZ515871.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9369-V01","ssRNA(-)",15277,"complete","United Kingdom",2019-12-19,"Human respiratory syncytial virus B isolate OX02-9369-V01, complete genome",2019,12,2019,51,5,"2019/2020","B"
"1294","MZ515872.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0178-V02","ssRNA(-)",15275,"complete","Spain",2020-01-15,"Human respiratory syncytial virus B isolate SE01A-0178-V02, complete genome",2020,1,2020,3,4,"2019/2020","B"
"172","MZ515873.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0002-D04","ssRNA(-)",15275,"complete","Spain",2018-12-27,"Human respiratory syncytial virus A isolate SE02-0002-D04, complete genome",2018,12,2018,52,5,"2018/2019","A"
"173","MZ515874.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8390-D03","ssRNA(-)",14974,"partial","United Kingdom",2018-11-16,"Human respiratory syncytial virus A isolate OX02-8390-D03, partial genome",2018,11,2018,46,6,"2018/2019","A"
"174","MZ515875.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0208-V01","ssRNA(-)",15281,"partial","Netherlands",2019-12-11,"Human respiratory syncytial virus A isolate UU02-0208-V01, partial genome",2019,12,2019,50,4,"2019/2020","A"
"175","MZ515876.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8377-V01","ssRNA(-)",14959,"partial","United Kingdom",2018-11-23,"Human respiratory syncytial virus A isolate OX02-8377-V01, partial genome",2018,11,2018,47,6,"2018/2019","A"
"176","MZ515877.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0086-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-12,"Human respiratory syncytial virus A isolate UU01A-0086-V02, complete genome",2019,12,2019,50,5,"2019/2020","A"
"177","MZ515878.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0137-V02","ssRNA(-)",15279,"complete","Spain",2019-12-11,"Human respiratory syncytial virus A isolate SE01A-0137-V02, complete genome",2019,12,2019,50,4,"2019/2020","A"
"178","MZ515879.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9657-D02","ssRNA(-)",15295,"partial","United Kingdom",2020-02-14,"Human respiratory syncytial virus A isolate OX02-9657-D02, partial genome",2020,2,2020,7,6,"2019/2020","A"
"179","MZ515880.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8513-D03","ssRNA(-)",15272,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus A isolate OX02-8513-D03, complete genome",2018,11,2018,46,5,"2018/2019","A"
"180","MZ515881.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0022-D03","ssRNA(-)",15234,"partial","Spain",2020-01-01,"Human respiratory syncytial virus A isolate SE02-0022-D03, partial genome",2020,1,2020,1,4,"2019/2020","A"
"181","MZ515882.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0005-V01","ssRNA(-)",15280,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus A isolate IM02-0005-V01, complete genome",2018,11,2018,48,2,"2018/2019","A"
"1295","MZ515883.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0031-V02","ssRNA(-)",15271,"complete","Netherlands",2018-11-13,"Human respiratory syncytial virus B isolate UU01A-0031-V02, complete genome",2018,11,2018,46,3,"2018/2019","B"
"182","MZ515884.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0144-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-11,"Human respiratory syncytial virus A isolate UU01A-0144-V02, complete genome",2019,12,2019,50,4,"2019/2020","A"
"183","MZ515885.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0101-D03","ssRNA(-)",15234,"partial","Spain",2019-12-01,"Human respiratory syncytial virus A isolate SE02-0101-D03, partial genome",2019,12,2019,49,1,"2019/2020","A"
"1296","MZ515886.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D04","ssRNA(-)",15274,"complete","Netherlands",2018-01-03,"Human respiratory syncytial virus B isolate UU02-0028-D04, complete genome",2018,1,2018,1,4,"2017/2018","B"
"184","MZ515887.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0077-V02","ssRNA(-)",15283,"complete","Spain",2019-01-02,"Human respiratory syncytial virus A isolate SE01A-0077-V02, complete genome",2019,1,2019,1,4,"2018/2019","A"
"185","MZ515888.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0155-D08","ssRNA(-)",15283,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate UU02-0155-D08, complete genome",2019,12,2019,51,4,"2019/2020","A"
"1297","MZ515889.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0114-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-04,"Human respiratory syncytial virus B isolate UU01A-0114-V02, complete genome",2019,12,2019,49,4,"2019/2020","B"
"1298","MZ515890.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8710-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-10-26,"Human respiratory syncytial virus B isolate OX02-8710-D02, complete genome",2018,10,2018,43,6,"2018/2019","B"
"186","MZ515891.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8234-D03","ssRNA(-)",15279,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus A isolate OX02-8234-D03, complete genome",2018,11,2018,47,4,"2018/2019","A"
"1299","MZ515892.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D04","ssRNA(-)",15280,"complete","Netherlands",2017-11-21,"Human respiratory syncytial virus B isolate UU02-0006-D04, complete genome",2017,11,2017,47,3,"2017/2018","B"
"1300","MZ515893.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0353-V02","ssRNA(-)",15229,"partial","Netherlands",2019-01-02,"Human respiratory syncytial virus B isolate UU03-0353-V02, partial genome",2019,1,2019,1,4,"2018/2019","B"
"1301","MZ515894.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D04","ssRNA(-)",15276,"complete","United Kingdom",2018-11-01,"Human respiratory syncytial virus B isolate OX02-8832-D04, complete genome",2018,11,2018,44,5,"2018/2019","B"
"1302","MZ515895.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8757-V02","ssRNA(-)",15277,"complete","United Kingdom",2019-11-22,"Human respiratory syncytial virus B isolate OX01A-8757-V02, complete genome",2019,11,2019,47,6,"2019/2020","B"
"187","MZ515896.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0139-V02","ssRNA(-)",15235,"partial","Spain",2019-12-23,"Human respiratory syncytial virus A isolate SE01A-0139-V02, partial genome",2019,12,2019,52,2,"2019/2020","A"
"188","MZ515897.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8554-D03","ssRNA(-)",15291,"partial","United Kingdom",2018-12-03,"Human respiratory syncytial virus A isolate OX02-8554-D03, partial genome",2018,12,2018,49,2,"2018/2019","A"
"189","MZ515898.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0128-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-05,"Human respiratory syncytial virus A isolate UU01A-0128-V02, complete genome",2019,12,2019,49,5,"2019/2020","A"
"1303","MZ515899.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0017-D05","ssRNA(-)",15271,"complete","Spain",2019-12-16,"Human respiratory syncytial virus B isolate SE02-0017-D05, complete genome",2019,12,2019,51,2,"2019/2020","B"
"1304","MZ515900.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8313-D03","ssRNA(-)",15232,"partial","United Kingdom",2018-11-22,"Human respiratory syncytial virus B isolate OX02-8313-D03, partial genome",2018,11,2018,47,5,"2018/2019","B"
"190","MZ515901.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0150-V02","ssRNA(-)",15277,"complete","Netherlands",2019-12-24,"Human respiratory syncytial virus A isolate UU01A-0150-V02, complete genome",2019,12,2019,52,3,"2019/2020","A"
"191","MZ515902.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0069-V02","ssRNA(-)",15280,"complete","Spain",2018-12-19,"Human respiratory syncytial virus A isolate SE01A-0069-V02, complete genome",2018,12,2018,51,4,"2018/2019","A"
"1305","MZ515903.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8055-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-29,"Human respiratory syncytial virus B isolate OX02-8055-V01, complete genome",2019,11,2019,48,6,"2019/2020","B"
"1306","MZ515904.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9574-V01","ssRNA(-)",15279,"complete","United Kingdom",2020-01-13,"Human respiratory syncytial virus B isolate OX02-9574-V01, complete genome",2020,1,2020,3,2,"2019/2020","B"
"192","MZ515905.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8105-V02","ssRNA(-)",15274,"complete","United Kingdom",2018-11-05,"Human respiratory syncytial virus A isolate OX01A-8105-V02, complete genome",2018,11,2018,45,2,"2018/2019","A"
