"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"MZ516024.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0095-V02","ssRNA(-)",15280,"complete","Netherlands",2019-12-02,"Human respiratory syncytial virus A isolate UU01A-0095-V02, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516026.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0220-V01","ssRNA(-)",15282,"complete","Netherlands",2019-12-23,"Human respiratory syncytial virus A isolate UU02-0220-V01, complete genome",2019,52,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ516027.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8806-V01","ssRNA(-)",15279,"complete","United Kingdom",2019-12-09,"Human respiratory syncytial virus A isolate OX02-8806-V01, complete genome",2019,50,"2019/2020","A","A.D.3","GA2.3.5"
"MZ516028.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8504-V01","ssRNA(-)",15274,"complete","United Kingdom",2018-12-06,"Human respiratory syncytial virus A isolate OX02-8504-V01, complete genome",2018,49,"2018/2019","A","A.D.2.2.1","GA2.3.5"
"MZ516029.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9843-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-12-10,"Human respiratory syncytial virus A isolate OX02-9843-V01, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516031.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0007-D02","ssRNA(-)",15272,"complete","Spain",2019-01-18,"Human respiratory syncytial virus A isolate SE02-0007-D02, complete genome",2019,3,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516033.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0194-V02","ssRNA(-)",15276,"complete","Spain",2020-01-08,"Human respiratory syncytial virus A isolate SE01A-0194-V02, complete genome",2020,2,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516035.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0153-D05","ssRNA(-)",15266,"partial","Netherlands",2019-11-29,"Human respiratory syncytial virus A isolate UU02-0153-D05, partial genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516036.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0006-D06","ssRNA(-)",15280,"partial","Spain",2019-01-15,"Human respiratory syncytial virus A isolate SE02-0006-D06, partial genome",2019,3,"2018/2019","A","A.D.2.2.1","GA2.3.5"
"MZ516038.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0161-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-24,"Human respiratory syncytial virus A isolate UU02-0161-V01, complete genome",2019,52,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ516039.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0176-V02","ssRNA(-)",15279,"complete","Netherlands",2019-11-18,"Human respiratory syncytial virus A isolate UU01A-0176-V02, complete genome",2019,47,"2019/2020","A","A.D.3","GA2.3.5"
"MZ516040.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9885-V01","ssRNA(-)",15273,"complete","United Kingdom",2019-12-13,"Human respiratory syncytial virus A isolate OX02-9885-V01, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516043.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0020-V01","ssRNA(-)",15276,"complete","Netherlands",2017-12-19,"Human respiratory syncytial virus A isolate UU02-0020-V01, complete genome",2017,51,"2017/2018","A","A.D","GA2.3.5"
"MZ516044.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0203-V01","ssRNA(-)",15282,"complete","Netherlands",2019-11-27,"Human respiratory syncytial virus A isolate UU02-0203-V01, complete genome",2019,48,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ516046.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8474-D03","ssRNA(-)",15265,"partial","United Kingdom",2018-12-06,"Human respiratory syncytial virus A isolate OX02-8474-D03, partial genome",2018,49,"2018/2019","A","A.D","GA2.3.5"
"MZ516047.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-D02","ssRNA(-)",15277,"complete","Spain",2019-11-27,"Human respiratory syncytial virus A isolate SE02-0100-D02, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516048.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0067-V01","ssRNA(-)",15208,"partial","Netherlands",2018-12-17,"Human respiratory syncytial virus A isolate UU02-0067-V01, partial genome",2018,51,"2018/2019","A","A.D.2.2","GA2.3.5"
"MZ516052.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0102-V01","ssRNA(-)",15282,"complete","Spain",2019-12-19,"Human respiratory syncytial virus A isolate SE02-0102-V01, complete genome",2019,51,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ516053.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0057-V01","ssRNA(-)",15276,"complete","Netherlands",2018-11-29,"Human respiratory syncytial virus A isolate UU02-0057-V01, complete genome",2018,48,"2018/2019","A","A.D.2.2","GA2.3.5"
"MZ516055.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0045-D04","ssRNA(-)",15274,"complete","Netherlands",2018-01-29,"Human respiratory syncytial virus A isolate UU02-0045-D04, complete genome",2018,5,"2017/2018","A","A.D","GA2.3.5"
"MZ516057.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0053-V01","ssRNA(-)",15272,"complete","Netherlands",2019-02-13,"Human respiratory syncytial virus A isolate UU02-0053-V01, complete genome",2019,7,"2018/2019","A","A.D","GA2.3.5"
"MZ516058.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0012-V01","ssRNA(-)",15273,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus A isolate UU02-0012-V01, complete genome",2017,49,"2017/2018","A","A.D.1","GA2.3.5"
"MZ516063.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8566-D04","ssRNA(-)",15280,"complete","United Kingdom",2018-11-16,"Human respiratory syncytial virus A isolate OX02-8566-D04, complete genome",2018,46,"2018/2019","A","A.D.3","GA2.3.5"
"MZ516066.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-D03","ssRNA(-)",15277,"complete","Spain",2019-11-28,"Human respiratory syncytial virus A isolate SE02-0100-D03, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516067.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8566-D03","ssRNA(-)",15280,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus A isolate OX02-8566-D03, complete genome",2018,46,"2018/2019","A","A.D.3","GA2.3.5"
"MZ516068.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0093-V02","ssRNA(-)",15276,"complete","Netherlands",2019-11-25,"Human respiratory syncytial virus A isolate UU01A-0093-V02, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516069.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0103-V01","ssRNA(-)",14859,"partial","Spain",2019-12-19,"Human respiratory syncytial virus A isolate SE02-0103-V01, partial genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516070.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8936-D04","ssRNA(-)",15003,"partial","United Kingdom",2019-01-07,"Human respiratory syncytial virus A isolate OX02-8936-D04, partial genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516071.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0007-D04","ssRNA(-)",15272,"complete","Spain",2019-01-20,"Human respiratory syncytial virus A isolate SE02-0007-D04, complete genome",2019,4,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516072.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0037-V01","ssRNA(-)",15279,"complete","United Kingdom",2019-01-02,"Human respiratory syncytial virus A isolate IM02-0037-V01, complete genome",2019,1,"2018/2019","A","A.D.2.2","GA2.3.5"
"MZ516073.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8374-V02","ssRNA(-)",15275,"complete","United Kingdom",2019-12-05,"Human respiratory syncytial virus A isolate OX01A-8374-V02, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516074.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8433-D04","ssRNA(-)",15275,"complete","United Kingdom",2018-11-16,"Human respiratory syncytial virus A isolate OX02-8433-D04, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516075.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0002-V01","ssRNA(-)",15275,"complete","Spain",2018-12-24,"Human respiratory syncytial virus A isolate SE02-0002-V01, complete genome",2018,52,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516076.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8474-V01","ssRNA(-)",15280,"complete","United Kingdom",2018-12-04,"Human respiratory syncytial virus A isolate OX02-8474-V01, complete genome",2018,49,"2018/2019","A","A.D","GA2.3.5"
"MZ516077.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0026-V01","ssRNA(-)",15274,"complete","Netherlands",2017-12-22,"Human respiratory syncytial virus A isolate UU02-0026-V01, complete genome",2017,51,"2017/2018","A","A.D","GA2.3.5"
"MZ516078.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0138-V02","ssRNA(-)",15266,"partial","Netherlands",2019-12-09,"Human respiratory syncytial virus A isolate UU01A-0138-V02, partial genome",2019,50,"2019/2020","A","A.D","GA2.3.5"
"MZ516080.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0148-V02","ssRNA(-)",15276,"complete","Netherlands",2019-11-21,"Human respiratory syncytial virus A isolate UU01A-0148-V02, complete genome",2019,47,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ516085.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8497-D03","ssRNA(-)",15273,"partial","United Kingdom",2018-12-20,"Human respiratory syncytial virus A isolate OX02-8497-D03, partial genome",2018,51,"2018/2019","A","A.D.2.2.1","GA2.3.5"
"MZ516086.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8086-D03","ssRNA(-)",15278,"complete","United Kingdom",2019-11-22,"Human respiratory syncytial virus A isolate OX02-8086-D03, complete genome",2019,47,"2019/2020","A","A.D.3","GA2.3.5"
"MZ516087.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0003-V01","ssRNA(-)",15280,"complete","Netherlands",2017-11-14,"Human respiratory syncytial virus A isolate UU02-0003-V01, complete genome",2017,46,"2017/2018","A","A.D","GA2.3.5"
"MZ516088.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0135-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate UU01A-0135-V02, complete genome",2019,51,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ516090.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0151-V02","ssRNA(-)",15277,"complete","Netherlands",2019-11-22,"Human respiratory syncytial virus A isolate UU01A-0151-V02, complete genome",2019,47,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516091.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0006-D09","ssRNA(-)",14618,"partial","Spain",2019-01-18,"Human respiratory syncytial virus A isolate SE02-0006-D09, partial genome",2019,3,"2018/2019","A","A.D.2.2.1","GA2.3.5"
"MZ516092.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8234-V01","ssRNA(-)",15279,"complete","United Kingdom",2018-11-19,"Human respiratory syncytial virus A isolate OX02-8234-V01, complete genome",2018,47,"2018/2019","A","A.D","GA2.3.5"
"MZ516093.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8433-D03","ssRNA(-)",15272,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus A isolate OX02-8433-D03, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5"
"MZ516096.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8132-D03","ssRNA(-)",15297,"complete","United Kingdom",2018-12-07,"Human respiratory syncytial virus A isolate OX02-8132-D03, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5"
"MZ516097.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0153-D04","ssRNA(-)",15277,"complete","Netherlands",2019-11-28,"Human respiratory syncytial virus A isolate UU02-0153-D04, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ516099.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0102-V02","ssRNA(-)",15299,"partial","Netherlands",2019-11-27,"Human respiratory syncytial virus A isolate UU01A-0102-V02, partial genome",2019,48,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ516100.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0023-V01","ssRNA(-)",15279,"complete","Spain",2020-01-03,"Human respiratory syncytial virus A isolate SE02-0023-V01, complete genome",2020,1,"2019/2020","A","A.D.3","GA2.3.5"
"MZ516103.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0221-V01","ssRNA(-)",15269,"complete","Netherlands",2019-12-31,"Human respiratory syncytial virus A isolate UU02-0221-V01, complete genome",2020,1,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ516106.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8168-D06","ssRNA(-)",15264,"partial","United Kingdom",2018-01-16,"Human respiratory syncytial virus A isolate OX02-8168-D06, partial genome",2018,3,"2017/2018","A","A.D.1","GA2.3.5"
"MZ516108.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0017-V01","ssRNA(-)",15274,"complete","Netherlands",2017-12-15,"Human respiratory syncytial virus A isolate UU02-0017-V01, complete genome",2017,50,"2017/2018","A","A.D.2.2","GA2.3.5"
